  code      ,rgb             ,hex    ,name
  P 26-7 U  ,"rgb(134,96,71)  ",#866047,    
  P 26-8 U  ,"rgb(123,86,67)  ",#7B5643,    
  P 26-9 U  ,"rgb(196,167,135)",#C4A787,    
  P 26-10 U ,"rgb(184,153,119)",#B89977,    
  P 26-11 U ,"rgb(171,140,109)",#AB8C6D,    
  P 26-12 U ,"rgb(158,126,97) ",#9E7E61,    
  P 26-13 U ,"rgb(145,113,84) ",#917154,    
  P 26-14 U ,"rgb(133,102,78) ",#85664E,    
  P 26-15 U ,"rgb(121,92,70)  ",#795C46,    
  P 26-16 U ,"rgb(108,82,66)  ",#6C5242,    
  P 27-1 U  ,"rgb(250,224,194)",#FAE0C2,    
  P 27-2 U  ,"rgb(248,208,169)",#F8D0A9,    
  P 27-3 U  ,"rgb(244,193,148)",#F4C194,    
  P 27-4 U  ,"rgb(240,175,128)",#F0AF80,    
  P 27-5 U  ,"rgb(235,157,109)",#EB9D6D,    
  P 27-6 U  ,"rgb(232,139,95) ",#E88B5F,    
  P 27-7 U  ,"rgb(228,123,84) ",#E47B54,    
  P 27-8 U  ,"rgb(223,106,76) ",#DF6A4C,    
  P 27-9 U  ,"rgb(236,199,164)",#ECC7A4,    
  P 27-10 U ,"rgb(230,186,146)",#E6BA92,    
  P 27-11 U ,"rgb(222,171,131)",#DEAB83,    
  P 27-12 U ,"rgb(217,156,113)",#D99C71,    
  P 27-13 U ,"rgb(209,140,98) ",#D18C62,    
  P 27-14 U ,"rgb(200,127,86) ",#C87F56,    
  P 27-15 U ,"rgb(194,113,80) ",#C27150,    
  P 27-16 U ,"rgb(185,101,74) ",#B9654A,    
  P 28-1 U  ,"rgb(208,161,122)",#D0A17A,    
  P 28-2 U  ,"rgb(200,148,111)",#C8946F,    
  P 28-3 U  ,"rgb(197,140,102)",#C58C66,    
  P 28-4 U  ,"rgb(190,129,93) ",#BE815D,    
  P 28-5 U  ,"rgb(183,121,84) ",#B77954,    
  P 28-6 U  ,"rgb(174,109,79) ",#AE6D4F,    
